date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:08	325/325	---M-Z	200	added ('OK')	text/plain	date:Thu,%2027%20Oct%202022%2008:53:02%20GMT	https://themarcus.com/robots.txt		(from )
19:20:09	178001/178001	---M-Z	200	added ('OK')	text/html	etag:W/%2293fffd03d94a8836b0c7017cb77649ef--gzip%22	https://themarcus.com/	E:/waheed/project_website/themarcus.com/index.html	(from )
19:20:09	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Thu,%2027%20Oct%202022%2014:20:26%20GMT	http://static1.squarespace.com/static/5e8f5d9bae8f137fbc83492a/t/60414eb4c13a867fd2577d8e/1614892728910/share.png?format=1500w	E:/waheed/project_website/static1.squarespace.com/static/5e8f5d9bae8f137fbc83492a/t/60414eb4c13a867fd2577d8e/1614892728910/share.026f7.delayed	(from https://themarcus.com/)
19:20:11	43523/43523	---M-Z	200	added ('OK')	text/javascript	etag:%22f4b230dad791cfb9f8ea64c9781aadfb%22	http://assets.squarespace.com/@sqs/polyfiller/1.2.2/legacy.js	E:/waheed/project_website/assets.squarespace.com/@sqs/polyfiller/1.2.2/legacy.js	(from https://themarcus.com/)
19:20:14	45223/45223	---M-Z	200	added ('OK')	text/javascript	etag:%22aab75efdbb0c1f9f3787012ff18aae71%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-3a49d64b287a02102ec6c-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-3a49d64b287a02102ec6c-min.en-US.js	(from https://themarcus.com/)
19:20:15	82046/82046	---M-Z	200	added ('OK')	text/javascript	etag:%2203e5ef7c77d113abf6178fce61ec6344%22	http://assets.squarespace.com/@sqs/polyfiller/1.2.2/modern.js	E:/waheed/project_website/assets.squarespace.com/@sqs/polyfiller/1.2.2/modern.js	(from https://themarcus.com/)
19:20:18	121914/121914	---M-Z	200	added ('OK')	text/javascript	etag:%226831fbfbcaefb323e1bca77209107e61%22	http://assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-83b0e6eb9a2c7557ad4c0-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/cldr-resource-pack-83b0e6eb9a2c7557ad4c0-min.en-US.js	(from https://themarcus.com/)
19:20:29	245971/245971	---M-Z	200	added ('OK')	text/javascript	etag:%22ff401016dabf83b96a4ad64dfbd64596%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-9b2a74c45b27271fd111d-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-9b2a74c45b27271fd111d-min.en-US.js	(from https://themarcus.com/)
19:20:29	575859/575859	---M-Z	200	added ('OK')	text/javascript	etag:%225c13c40151c71b4c8992acfa110f6acb%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-98bddc81dc37f44faa7b2-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/extract-css-moment-js-vendor-98bddc81dc37f44faa7b2-min.en-US.js	(from https://themarcus.com/)
19:20:31	25682/25682	---M-Z	200	added ('OK')	text/javascript	etag:%22d9e1be989a5dcd45589ea4743b248831%22	http://assets.squarespace.com/universal/scripts-compressed/performance-7532c45b5785b33eab5ea-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/performance-7532c45b5785b33eab5ea-min.en-US.js	(from https://themarcus.com/)
19:20:37	488629/488629	---M-Z	200	added ('OK')	text/css	date:Thu,%2027%20Oct%202022%2014:20:48%20GMT	https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css	E:/waheed/project_website/static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css	(from https://themarcus.com/)
19:20:41	34266/34266	---MCZ	200	added ('OK')	text/html	date:Thu,%2027%20Oct%202022%2014:20:55%20GMT	https://themarcus.com/cart	E:/waheed/project_website/themarcus.com/cart.html	(from https://themarcus.com/)
19:20:43	32926/32926	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22b8419ce2c65d73787347132767771ecc%22	https://themarcus.com/take-action	E:/waheed/project_website/themarcus.com/take-action.d.delayed	(from https://themarcus.com/)
19:20:46	149281/149281	---M-Z	200	added ('OK')	text/html	etag:W/%226b221c93f56233d81977fbe963fa715e--gzip%22	https://themarcus.com/portfolio/mc-w	E:/waheed/project_website/themarcus.com/portfolio/mc-w.html	(from https://themarcus.com/)
19:20:48	141239/141239	---M-Z	200	added ('OK')	text/html	etag:W/%2259770a4d2af873b33ee8d6013e6948b1--gzip%22	https://themarcus.com/portfolio/matthews	E:/waheed/project_website/themarcus.com/portfolio/matthews.html	(from https://themarcus.com/)
19:20:51	165318/165318	---M-Z	200	added ('OK')	text/html	etag:W/%224caeb1c44f4355230e3f60888f7a505a--gzip%22	https://themarcus.com/portfolio/amoeba	E:/waheed/project_website/themarcus.com/portfolio/amoeba.html	(from https://themarcus.com/)
19:20:51	749542/749542	---M-Z	200	added ('OK')	text/javascript	etag:W/%22d4f3287cf54683829ecdd54a270b1044%22	http://assets.squarespace.com/universal/scripts-compressed/common-vendors-1ee6d06736c48fc450ed0-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/common-vendors-1ee6d06736c48fc450ed0-min.en-US.js	(from https://themarcus.com/)
19:20:53	141413/141413	---M-Z	200	added ('OK')	text/html	etag:W/%223670f192f61bf0a6c69e30c690c36375--gzip%22	https://themarcus.com/portfolio/damian-lillard	E:/waheed/project_website/themarcus.com/portfolio/damian-lillard.html	(from https://themarcus.com/)
19:20:55	150724/150724	---M-Z	200	added ('OK')	text/html	etag:W/%22c2b0342b9ba30bdb16d7711465dbfaef%22	https://themarcus.com/portfolio/balletbc	E:/waheed/project_website/themarcus.com/portfolio/balletbc.html	(from https://themarcus.com/)
19:20:56	141500/141500	---M-Z	200	added ('OK')	text/html	etag:W/%226cf7a430aaf4983a52d022f64c8510bf%22	https://themarcus.com/portfolio/keanu-reeves	E:/waheed/project_website/themarcus.com/portfolio/keanu-reeves.html	(from https://themarcus.com/)
19:20:59	140122/140122	---M-Z	200	added ('OK')	text/html	etag:W/%222f4a79c7bb0ef16582297faa03efdf27%22	https://themarcus.com/portfolio/beats-by-dr-dre	E:/waheed/project_website/themarcus.com/portfolio/beats-by-dr-dre.html	(from https://themarcus.com/)
19:21:03	130340/130340	---M-Z	200	added ('OK')	text/html	etag:W/%2283caa4a4bcee438ddb2ed132b4b7775d%22	https://themarcus.com/portfolio/breanna-stewart	E:/waheed/project_website/themarcus.com/portfolio/breanna-stewart.html	(from https://themarcus.com/)
19:21:04	134452/134452	---M-Z	200	added ('OK')	text/html	etag:W/%227f99cf492a185d7416248cd5b84660c2%22	https://themarcus.com/portfolio/colin-kaepernick	E:/waheed/project_website/themarcus.com/portfolio/colin-kaepernick.html	(from https://themarcus.com/)
19:21:06	144225/144225	---M-Z	200	added ('OK')	text/html	etag:W/%22394ff777446037ceb4b7b1e3f52ebb89--gzip%22	https://themarcus.com/portfolio/gilbert-and-claire	E:/waheed/project_website/themarcus.com/portfolio/gilbert-and-claire.html	(from https://themarcus.com/)
19:21:07	149309/149309	---M-Z	200	added ('OK')	text/html	etag:W/%225125a070e83ebd7e1553e7b1d57cebed%22	https://themarcus.com/portfolio/bet-mgm	E:/waheed/project_website/themarcus.com/portfolio/bet-mgm.html	(from https://themarcus.com/)
19:21:09	134430/134430	---M-Z	200	added ('OK')	text/html	etag:W/%2205eda17d14f9457351f10951ee0ec873%22	https://themarcus.com/portfolio/baby-yors	E:/waheed/project_website/themarcus.com/portfolio/baby-yors.html	(from https://themarcus.com/)
19:21:09	936560/936560	---M-Z	200	added ('OK')	text/javascript	etag:%22d6aba6200c2546e3f296bc110dc4b1d7%22	http://assets.squarespace.com/universal/scripts-compressed/common-9ec21d4227029e53988ef-min.en-US.js	E:/waheed/project_website/assets.squarespace.com/universal/scripts-compressed/common-9ec21d4227029e53988ef-min.en-US.js	(from https://themarcus.com/)
19:21:10	685044/685044	---M--	200	added ('OK')	image/png	etag:CMLylpvIl+8CEAE=	https://images.squarespace-cdn.com/content/5e8f5d9bae8f137fbc83492a/1614892725051-BK1H4MXDNUJ306VVIET1/share.png?format=1500w&content-type=image%2Fpng	E:/waheed/project_website/images.squarespace-cdn.com/content/5e8f5d9bae8f137fbc83492a/1614892725051-BK1H4MXDNUJ306VVIET1/share2acd.png	(from https://themarcus.com/)
19:21:14	128104/128104	---M-Z	200	added ('OK')	text/html	etag:W/%22cdae6eee0a1f45acb26a1f3b5a2cef6d%22	https://themarcus.com/portfolio/leisure-center	E:/waheed/project_website/themarcus.com/portfolio/leisure-center.html	(from https://themarcus.com/)
19:21:17	139283/139283	---M-Z	200	added ('OK')	text/html	etag:W/%220a74c5bf6fce021f5d75532c0c4008a4--gzip%22	https://themarcus.com/portfolio/michael-jordan	E:/waheed/project_website/themarcus.com/portfolio/michael-jordan.html	(from https://themarcus.com/)
19:21:18	134377/134377	---M-Z	200	added ('OK')	text/html	etag:W/%22392a8f49be11436586d7e40a714bd617%22	https://themarcus.com/portfolio/kenya-and-carmel	E:/waheed/project_website/themarcus.com/portfolio/kenya-and-carmel.html	(from https://themarcus.com/)
19:21:18	134961/134961	---M-Z	200	added ('OK')	text/html	etag:W/%22870f96b17582ae8c932ae0b4209219da%22	https://themarcus.com/portfolio/catrina-simone	E:/waheed/project_website/themarcus.com/portfolio/catrina-simone.html	(from https://themarcus.com/)
19:21:19	140550/140550	---M-Z	200	added ('OK')	text/html	etag:W/%22ac8fc332b88c97129f38c3422efe9783%22	https://themarcus.com/portfolio/rory	E:/waheed/project_website/themarcus.com/portfolio/rory.html	(from https://themarcus.com/)
19:21:20	130796/130796	---M-Z	200	added ('OK')	text/html	etag:W/%22e331036f628c65f81b8fe6aed6a4d53d%22	https://themarcus.com/portfolio/kyle-and-demar	E:/waheed/project_website/themarcus.com/portfolio/kyle-and-demar.html	(from https://themarcus.com/)
19:21:23	135429/135429	---M-Z	200	added ('OK')	text/html	etag:W/%22c1a93be764c5b4fe2cac6cff69140334--gzip%22	https://themarcus.com/portfolio/clermont-twins	E:/waheed/project_website/themarcus.com/portfolio/clermont-twins.html	(from https://themarcus.com/)
19:21:25	137034/137034	---M-Z	200	added ('OK')	text/html	etag:W/%22bb6367c88cc074c7a2cd21da9f1761da%22	https://themarcus.com/portfolio/evander-kane	E:/waheed/project_website/themarcus.com/portfolio/evander-kane.html	(from https://themarcus.com/)
19:21:26	136476/136476	---M-Z	200	added ('OK')	text/html	etag:W/%22106e649a9285b0f3c92a4c9f5462773c%22	https://themarcus.com/portfolio/ck	E:/waheed/project_website/themarcus.com/portfolio/ck.html	(from https://themarcus.com/)
19:21:27	134869/134869	---M-Z	200	added ('OK')	text/html	etag:W/%223caa289569f0e0b468cf812e28eab704%22	https://themarcus.com/portfolio/mens-health	E:/waheed/project_website/themarcus.com/portfolio/mens-health.html	(from https://themarcus.com/)
19:21:29	132345/132345	---M-Z	200	added ('OK')	text/html	etag:W/%22ab1c1f28e61e140f9fa7a32230d191ae%22	https://themarcus.com/portfolio/serena-williams	E:/waheed/project_website/themarcus.com/portfolio/serena-williams.html	(from https://themarcus.com/)
19:21:30	133329/133329	---M-Z	200	added ('OK')	text/html	etag:W/%2274e55539bd69efed2a843a3e376b1d81%22	https://themarcus.com/portfolio/nike-fiba	E:/waheed/project_website/themarcus.com/portfolio/nike-fiba.html	(from https://themarcus.com/)
19:21:33	141634/141634	---M-Z	200	added ('OK')	text/html	etag:W/%22acfbb759d65b79d4849115f4574e9157%22	https://themarcus.com/portfolio/team-rize	E:/waheed/project_website/themarcus.com/portfolio/team-rize.html	(from https://themarcus.com/)
19:21:34	141912/141912	---M-Z	200	added ('OK')	text/html	etag:W/%228553faae5c6729631a9d9c6e22ae8350%22	https://themarcus.com/portfolio/nike-training-kit	E:/waheed/project_website/themarcus.com/portfolio/nike-training-kit.html	(from https://themarcus.com/)
19:21:36	128522/128522	---M-Z	200	added ('OK')	text/html	etag:W/%222a4ef20bbc1e3e4c83259a1ff9484ee2--gzip%22	https://themarcus.com/portfolio/emma-coburn	E:/waheed/project_website/themarcus.com/portfolio/emma-coburn.html	(from https://themarcus.com/)
19:21:36	137956/137956	---M-Z	200	added ('OK')	text/html	etag:W/%22ede6954cc014974c09827697d68e0592%22	https://themarcus.com/portfolio/jake-arrieta	E:/waheed/project_website/themarcus.com/portfolio/jake-arrieta.html	(from https://themarcus.com/)
19:21:40	132974/132974	---M-Z	200	added ('OK')	text/html	etag:W/%2269818db3da3d4f1c098823a511592783%22	https://themarcus.com/portfolio/corey-seager	E:/waheed/project_website/themarcus.com/portfolio/corey-seager.html	(from https://themarcus.com/)
19:21:41	131350/131350	---M-Z	200	added ('OK')	text/html	etag:W/%22fee9ceb3096f9a9905008a34465728ff%22	https://themarcus.com/portfolio/demar-derozan	E:/waheed/project_website/themarcus.com/portfolio/demar-derozan.html	(from https://themarcus.com/)
19:21:43	127998/127998	---M-Z	200	added ('OK')	text/html	etag:W/%22e88558db0f7a5dcc30f15dbb27373dac%22	https://themarcus.com/portfolio/kayla-kyle-moffat	E:/waheed/project_website/themarcus.com/portfolio/kayla-kyle-moffat.html	(from https://themarcus.com/)
19:21:47	149577/149577	---M-Z	200	added ('OK')	text/html	etag:W/%2210a2d05cbf1ce6a4707f725bc7e81ec7--gzip%22	https://themarcus.com/portfolio/sang-jeong-lee	E:/waheed/project_website/themarcus.com/portfolio/sang-jeong-lee.html	(from https://themarcus.com/)
19:21:48	146972/146972	---M-Z	200	added ('OK')	text/html	etag:W/%22ebf95973e11e5ec31925fc2770b95569%22	https://themarcus.com/portfolio/oculus-quest	E:/waheed/project_website/themarcus.com/portfolio/oculus-quest.html	(from https://themarcus.com/)
19:21:51	129625/129625	---M-Z	200	added ('OK')	text/html	etag:W/%221812f9b3ec972c3e9975e837bf9a226f%22	https://themarcus.com/portfolio/dwyane-wade	E:/waheed/project_website/themarcus.com/portfolio/dwyane-wade.html	(from https://themarcus.com/)
19:21:51	140278/140278	---M-Z	200	added ('OK')	text/html	etag:W/%22e98c760d4d91378f18a5d45b69ec4d04%22	https://themarcus.com/portfolio/arch-motorcycle	E:/waheed/project_website/themarcus.com/portfolio/arch-motorcycle.html	(from https://themarcus.com/)
19:21:52	130306/130306	---M-Z	200	added ('OK')	text/html	etag:W/%22bba205c93ea2f5b51ff2a163c274c786%22	https://themarcus.com/portfolio/nike-training	E:/waheed/project_website/themarcus.com/portfolio/nike-training.html	(from https://themarcus.com/)
19:22:25	139366/139366	---M-Z	200	added ('OK')	text/html	etag:W/%2217cf94c8ae111ef1922ff8f895196757%22	https://themarcus.com/portfolio/carmelo-anthony	E:/waheed/project_website/themarcus.com/portfolio/carmelo-anthony.html	(from https://themarcus.com/)
19:22:26	129689/129689	---M-Z	200	added ('OK')	text/html	etag:W/%22ae13ed8ec5a37891a0d43a0f2cde305b%22	https://themarcus.com/portfolio/aaron-judge	E:/waheed/project_website/themarcus.com/portfolio/aaron-judge.html	(from https://themarcus.com/)
19:22:26	154273/154273	---M-Z	200	added ('OK')	text/html	etag:W/%2212bf2d5bf9897797074875fbdc2828e5%22	https://themarcus.com/portfolio/mike-trout	E:/waheed/project_website/themarcus.com/portfolio/mike-trout.html	(from https://themarcus.com/)
19:22:27	133779/133779	---M-Z	200	added ('OK')	text/html	etag:W/%2229788e106a48a12a6416a15a6375197a%22	https://themarcus.com/portfolio/lebron-james	E:/waheed/project_website/themarcus.com/portfolio/lebron-james.html	(from https://themarcus.com/)
19:22:28	29557/29557	---M--	200	added ('OK')	image/jpeg	etag:CPu54/iiofkCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1659206777030-5B8QJVMH4GMQD3OI58AK/MCW010053.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1659206777030-5B8QJVMH4GMQD3OI58AK/MCW0100539f6a.jpg	(from https://themarcus.com/)
19:22:28	37717/37717	---M--	200	added ('OK')	image/jpeg	etag:CJKzwrXsofkCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1659226505041-POYVT5O869YD8QFUCIPX/ESPN_AustonMatthews_0342.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1659226505041-POYVT5O869YD8QFUCIPX/ESPN_AustonMatthews_03429f6a.jpg	(from https://themarcus.com/)
19:22:28	45023/45023	---M--	200	added ('OK')	image/jpeg	etag:CKnp3Yycie8CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614399843910-YXPKJ91064UJL04O8V8X/181219_ME_Bounce_01_0202_A.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614399843910-YXPKJ91064UJL04O8V8X/181219_ME_Bounce_01_0202_A9f6a.jpg	(from https://themarcus.com/)
19:22:29	39851/39851	---M--	200	added ('OK')	image/jpeg	etag:CJnU47Pf6O4CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613284041212-M4YXQRBNHYNEUM4VU1Q6/Lillard_ESPN_Shot_03_2767-1_002.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613284041212-M4YXQRBNHYNEUM4VU1Q6/Lillard_ESPN_Shot_03_2767-1_0029f6a.jpg	(from https://themarcus.com/)
19:22:29	24683/24683	---M--	200	added ('OK')	image/jpeg	etag:CI6+gcX7xfkCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1660467515529-JWIYRFBTDUK1A92Y69Z7/BBC_ME_5867_Cropped.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1660467515529-JWIYRFBTDUK1A92Y69Z7/BBC_ME_5867_Cropped9f6a.jpg	(from https://themarcus.com/)
19:22:29	39936/39936	---M--	200	added ('OK')	image/jpeg	etag:CMqiwKucge8CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614125031350-VNOWD3IWAG750GUI1GZO/20171207_SS_04_1520+(2).jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614125031350-VNOWD3IWAG750GUI1GZO/20171207_SS_04_1520+(2)9f6a.jpg	(from https://themarcus.com/)
19:22:30	5929/5929	---M--	200	added ('OK')	image/jpeg	etag:CJ/pxM3jxOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1590263455360-K0OHL97TI1QU6CXZ055W/BeatsByDre_TEAM.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1590263455360-K0OHL97TI1QU6CXZ055W/BeatsByDre_TEAM9f6a.jpg	(from https://themarcus.com/)
19:22:30	8526/8526	---M--	200	added ('OK')	image/jpeg	etag:CNivsbCz5+4CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613237864525-FRZ3WOPQVR4GOIHC5YIO/20180427_ME_ESPN_BreannaStewart_03_0368.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613237864525-FRZ3WOPQVR4GOIHC5YIO/20180427_ME_ESPN_BreannaStewart_03_03689f6a.jpg	(from https://themarcus.com/)
19:22:30	36082/36082	---M--	200	added ('OK')	image/jpeg	etag:CM278Nns6O4CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613287610443-HVS33M6AJQSZ0PCLWS68/2014_ME_Kaepernick_2888-1.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613287610443-HVS33M6AJQSZ0PCLWS68/2014_ME_Kaepernick_2888-19f6a.jpg	(from https://themarcus.com/)
19:22:30	27085/27085	---M--	200	added ('OK')	image/jpeg	etag:COe9y/yb6O4CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613265938904-E728WJRNHGMRQ8Z92IYH/GILBERT_BW.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1613265938904-E728WJRNHGMRQ8Z92IYH/GILBERT_BW9f6a.jpg	(from https://themarcus.com/)
19:22:30	31461/31461	---M--	200	added ('OK')	image/jpeg	etag:CJue+bbQju8CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614585690585-UU8I5OEUFV7SY4OM0IYE/MGM_BET_Basketball_0708-r2.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614585690585-UU8I5OEUFV7SY4OM0IYE/MGM_BET_Basketball_0708-r29f6a.jpg	(from https://themarcus.com/)
19:22:31	35379/35379	---M--	200	added ('OK')	image/jpeg	etag:COy6m6Hui+8CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614490620530-06LHUQQN1POLB6E8B201/181117_ME_BabyYors_3403-1.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614490620530-06LHUQQN1POLB6E8B201/181117_ME_BabyYors_3403-19f6a.jpg	(from https://themarcus.com/)
19:22:31	36679/36679	---M--	200	added ('OK')	image/jpeg	etag:CM2Q/+Waie8CEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614399495950-RDS00UKW3BDHDNAIHAN7/5550R3.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1614399495950-RDS00UKW3BDHDNAIHAN7/5550R39f6a.jpg	(from https://themarcus.com/)
19:22:31	6618/6618	---M--	200	added ('OK')	image/jpeg	etag:CMeCw5fjxOsCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1590267328817-X68ODMSD9H38MSGL3ZT4/Leisure_Center_Shot+3_0614.jpg?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1590267328817-X68ODMSD9H38MSGL3ZT4/Leisure_Center_Shot+3_06149f6a.jpg	(from https://themarcus.com/)
19:22:31	4588/4588	---M--	200	added ('OK')	image/jpeg	etag:CPD87O63w/kCEAE=	https://images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1660380630480-46SEWDXKBRSCIJG45X0P/0163-4-dk-bw+6+Edited.JPG?format=50w	E:/waheed/project_website/images.squarespace-cdn.com/content/v1/5e8f5d9bae8f137fbc83492a/1660380630480-46SEWDXKBRSCIJG45X0P/0163-4-dk-bw+6+Edited9f6a.jpg	(from https://themarcus.com/)
19:22:34	292614/292614	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2027%20Oct%202022%2014:22:49%20GMT	https://static1.squarespace.com/static/ta/5e8f5d9bae8f137fbc83492a/2012/scripts/site-bundle.js	E:/waheed/project_website/static1.squarespace.com/static/ta/5e8f5d9bae8f137fbc83492a/2012/scripts/site-bundle.js	(from https://themarcus.com/)
19:22:34	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:34	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:34	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:34	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:35	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:35	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:35	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:35	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
19:22:36	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	E:/waheed/project_website/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5e8f5d9bae8f137fbc83492a/40/5e8f5dc001e1e4727920d9c5/5e8f5dc701e1e4727920daed/2012/site.css)
